SEQN,Gender,Age(year),Race,Served_army,Country_of_birth,Length_time_US,Education(adults),Marital_status,Pregnancy_status,People_in_Household,Income_poverty_num,Income_poverty,Races_simplify
132279.0,Male,9.0,Other Hispanic,,US,,,,,3.0,,High,Back-Hispanic-Asian
132280.0,Female,58.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,3.0,5.0,High,White
132281.0,Female,33.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,Cannot ascertain,2.0,2.73,Middle,White
132282.0,Female,28.0,Non-Hispanic Asian,No,Others,Dont Know,College graduate,Never married,No,1.0,,High,Back-Hispanic-Asian
132283.0,Male,71.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,3.0,3.38,Middle,White
132284.0,Female,76.0,Non-Hispanic Black,No,US,,Some college,Widowed/Divorced/Separated,,3.0,1.69,Low,Back-Hispanic-Asian
132285.0,Female,5.397605346934028e-79,Non-Hispanic Black,,US,,,,,6.0,,High,Back-Hispanic-Asian
132286.0,Male,26.0,Non-Hispanic Asian,No,Others,5-9,College graduate,Never married,,5.0,4.42,Middle,Back-Hispanic-Asian
132287.0,Male,61.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,,High,White
132288.0,Male,78.0,Non-Hispanic Black,Yes,US,,College graduate,Married/Living with partner,,2.0,2.06,Middle,Back-Hispanic-Asian
132289.0,Female,62.0,Other Hispanic,No,Others,15-19,< 9th grade,Widowed/Divorced/Separated,,1.0,0.82,Low,Back-Hispanic-Asian
132290.0,Female,10.0,Other Hispanic,,US,,,,,5.0,,High,Back-Hispanic-Asian
132291.0,Male,75.0,Non-Hispanic White,Yes,US,,Some college,Married/Living with partner,,2.0,2.03,Middle,White
132292.0,Female,60.0,Non-Hispanic Asian,No,Others,15-19,Some college,Widowed/Divorced/Separated,,2.0,,High,Back-Hispanic-Asian
132293.0,Male,1.0,Non-Hispanic White,,US,,,,,6.0,2.09,Middle,White
132294.0,Male,28.0,Non-Hispanic White,No,US,,Some college,Never married,,1.0,0.29,Low,White
132295.0,Female,62.0,Mexican American,No,US,,High school,Married/Living with partner,,2.0,1.23,Low,Back-Hispanic-Asian
132296.0,Female,68.0,Non-Hispanic White,No,US,,Some college,Never married,,1.0,0.88,Low,White
132297.0,Female,51.0,Non-Hispanic White,No,US,,< 9th grade,Married/Living with partner,,2.0,0.79,Low,White
132298.0,Female,18.0,Non-Hispanic White,No,US,,,,,3.0,5.0,High,White
132299.0,Male,3.0,Non-Hispanic White,,US,,,,,3.0,5.0,High,White
132300.0,Male,65.0,Non-Hispanic White,No,US,,< 9th grade,Married/Living with partner,,2.0,,High,White
132301.0,Male,80.0,Other Race,No,US,,High school,Widowed/Divorced/Separated,,1.0,,High,Back-Hispanic-Asian
132302.0,Female,74.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,,High,White
132303.0,Male,76.0,Non-Hispanic White,Yes,US,,College graduate,Married/Living with partner,,2.0,2.03,Middle,White
132304.0,Male,18.0,Non-Hispanic White,No,US,,,,,4.0,1.67,Low,White
132305.0,Male,62.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,2.0,3.39,Middle,White
132306.0,Male,9.0,Non-Hispanic Black,,US,,,,,2.0,0.14,Low,Back-Hispanic-Asian
132307.0,Male,15.0,Other Hispanic,,US,,,,,3.0,1.57,Low,Back-Hispanic-Asian
132308.0,Male,16.0,Other Hispanic,,US,,,,,6.0,0.62,Low,Back-Hispanic-Asian
132309.0,Female,21.0,Non-Hispanic White,No,US,,Some college,Never married,No,5.0,3.13,Middle,White
132310.0,Female,47.0,Other Hispanic,No,Others,< 1,High school,Widowed/Divorced/Separated,,7.0,0.52,Low,Back-Hispanic-Asian
132311.0,Male,51.0,Non-Hispanic White,No,Others,1-4,High school,Widowed/Divorced/Separated,,1.0,0.79,Low,White
132312.0,Female,27.0,Other Race,No,US,,College graduate,Married/Living with partner,No,4.0,5.0,High,Back-Hispanic-Asian
132313.0,Male,2.0,Other Race,,US,,,,,5.0,0.92,Low,Back-Hispanic-Asian
132314.0,Female,22.0,Non-Hispanic Black,No,US,,High school,Never married,Cannot ascertain,3.0,1.85,Low,Back-Hispanic-Asian
132315.0,Male,66.0,Non-Hispanic Asian,No,Others,>20,Some college,Married/Living with partner,,2.0,1.38,Low,Back-Hispanic-Asian
132316.0,Female,21.0,Non-Hispanic White,No,US,,9-11th grade,Never married,No,2.0,0.21,Low,White
132317.0,Male,75.0,Other Hispanic,Yes,Others,>20,Some college,Married/Living with partner,,6.0,,High,Back-Hispanic-Asian
132318.0,Female,55.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
132319.0,Female,13.0,Non-Hispanic White,,US,,,,,4.0,3.68,Middle,White
132320.0,Male,31.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
132321.0,Male,19.0,Non-Hispanic White,No,US,,,,,3.0,0.26,Low,White
132322.0,Female,14.0,Non-Hispanic White,,US,,,,,2.0,5.0,High,White
132323.0,Male,38.0,Non-Hispanic Asian,No,Others,10-14,College graduate,Married/Living with partner,,3.0,4.45,Middle,Back-Hispanic-Asian
132324.0,Female,74.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,1.61,Low,White
132325.0,Male,40.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,4.0,3.42,Middle,White
132326.0,Female,15.0,Non-Hispanic Asian,,US,,,,,6.0,,High,Back-Hispanic-Asian
132327.0,Male,5.0,Non-Hispanic Black,,US,,,,,5.0,0.5,Low,Back-Hispanic-Asian
132328.0,Female,5.0,Mexican American,,US,,,,,4.0,,High,Back-Hispanic-Asian
132329.0,Male,17.0,Non-Hispanic Asian,No,US,,,,,5.0,3.13,Middle,Back-Hispanic-Asian
132330.0,Male,5.397605346934028e-79,Other Race,,US,,,,,7.0,1.14,Low,Back-Hispanic-Asian
132331.0,Male,37.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,,High,White
132332.0,Male,80.0,Non-Hispanic Asian,No,Others,>20,Dont Know,Married/Living with partner,,7.0,3.58,Middle,Back-Hispanic-Asian
132333.0,Female,16.0,Non-Hispanic Black,,US,,,,,5.0,2.16,Middle,Back-Hispanic-Asian
132334.0,Female,15.0,Non-Hispanic Black,,US,,,,,3.0,5.0,High,Back-Hispanic-Asian
132335.0,Female,13.0,Other Race,,US,,,,,5.0,0.48,Low,Back-Hispanic-Asian
132336.0,Female,38.0,Other Hispanic,No,US,,High school,Married/Living with partner,Yes,3.0,3.0,Middle,Back-Hispanic-Asian
132337.0,Female,49.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,4.0,4.14,Middle,White
132338.0,Male,68.0,Non-Hispanic Black,Yes,US,,9-11th grade,Widowed/Divorced/Separated,,1.0,0.69,Low,Back-Hispanic-Asian
132339.0,Female,55.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,5.0,High,White
132340.0,Male,60.0,Non-Hispanic Black,No,US,,High school,Widowed/Divorced/Separated,,1.0,0.71,Low,Back-Hispanic-Asian
132341.0,Female,28.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,No,3.0,4.1,Middle,White
132342.0,Female,61.0,Non-Hispanic White,No,Others,>20,Some college,Married/Living with partner,,4.0,1.3,Low,White
132343.0,Male,12.0,Mexican American,,US,,,,,2.0,0.63,Low,Back-Hispanic-Asian
132344.0,Male,75.0,Other Hispanic,Yes,Others,>20,Some college,Widowed/Divorced/Separated,,1.0,3.54,Middle,Back-Hispanic-Asian
132345.0,Female,5.397605346934028e-79,Non-Hispanic Asian,,US,,,,,7.0,,High,Back-Hispanic-Asian
132346.0,Female,9.0,Other Hispanic,,US,,,,,2.0,,High,Back-Hispanic-Asian
132347.0,Male,3.0,Non-Hispanic Black,,US,,,,,3.0,1.74,Low,Back-Hispanic-Asian
132348.0,Male,35.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,5.0,High,White
132349.0,Male,8.0,Other Hispanic,,US,,,,,4.0,2.43,Middle,Back-Hispanic-Asian
132350.0,Female,77.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,,3.0,4.55,Middle,White
132351.0,Female,27.0,Other Hispanic,No,US,,College graduate,Married/Living with partner,No,2.0,5.0,High,Back-Hispanic-Asian
132352.0,Female,42.0,Other Hispanic,No,US,,High school,Widowed/Divorced/Separated,No,5.0,,High,Back-Hispanic-Asian
132353.0,Male,53.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,2.0,5.0,High,White
132354.0,Female,58.0,Non-Hispanic White,No,Others,>20,College graduate,Widowed/Divorced/Separated,,1.0,5.0,High,White
132355.0,Male,14.0,Non-Hispanic White,,US,,,,,4.0,3.6,Middle,White
132356.0,Male,49.0,Mexican American,No,Others,>20,< 9th grade,Never married,,1.0,0.06,Low,Back-Hispanic-Asian
132357.0,Female,10.0,Mexican American,,US,,,,,3.0,,High,Back-Hispanic-Asian
132358.0,Female,40.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,No,2.0,3.6,Middle,White
132359.0,Male,24.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,5.0,High,White
132360.0,Male,10.0,Other Hispanic,,US,,,,,3.0,1.09,Low,Back-Hispanic-Asian
132361.0,Male,62.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,4.0,4.32,Middle,White
132362.0,Male,4.0,Non-Hispanic White,,US,,,,,4.0,,High,White
132363.0,Female,80.0,Other Race,No,US,,College graduate,Widowed/Divorced/Separated,,2.0,1.4,Low,Back-Hispanic-Asian
132364.0,Male,24.0,Non-Hispanic White,No,US,,High school,Never married,,2.0,5.397605346934028e-79,Low,White
132365.0,Male,5.397605346934028e-79,Non-Hispanic White,,US,,,,,4.0,1.0,Low,White
132366.0,Female,79.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.58,Middle,White
132367.0,Female,7.0,Non-Hispanic White,,US,,,,,3.0,5.0,High,White
132368.0,Male,21.0,Other Hispanic,No,Others,5-9,High school,Never married,,3.0,3.04,Middle,Back-Hispanic-Asian
132369.0,Female,9.0,Non-Hispanic Black,,US,,,,,3.0,2.78,Middle,Back-Hispanic-Asian
132370.0,Male,65.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,4.44,Middle,White
132371.0,Male,1.0,Other Race,,US,,,,,5.0,,High,Back-Hispanic-Asian
132372.0,Male,44.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,3.0,1.96,Low,White
132373.0,Female,80.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,1.0,5.0,High,White
132374.0,Female,71.0,Mexican American,No,Others,>20,< 9th grade,Married/Living with partner,,7.0,,High,Back-Hispanic-Asian
132375.0,Male,64.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
132376.0,Male,25.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
132377.0,Male,45.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,4.66,Middle,White
132378.0,Male,74.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,3.77,Middle,White
132379.0,Male,13.0,Mexican American,,US,,,,,7.0,0.68,Low,Back-Hispanic-Asian
132380.0,Female,75.0,Other Race,No,US,,Some college,Married/Living with partner,,2.0,3.04,Middle,Back-Hispanic-Asian
132381.0,Male,74.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
132382.0,Male,35.0,Non-Hispanic Black,No,US,,High school,Married/Living with partner,,6.0,,High,Back-Hispanic-Asian
132383.0,Female,73.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,1.47,Low,White
132384.0,Male,3.0,Mexican American,,US,,,,,5.0,0.68,Low,Back-Hispanic-Asian
132385.0,Male,56.0,Other Race,No,US,,9-11th grade,Married/Living with partner,,4.0,1.7,Low,Back-Hispanic-Asian
132386.0,Female,42.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,No,1.0,2.72,Middle,White
132387.0,Female,37.0,Non-Hispanic White,,,,,,Cannot ascertain,5.0,,High,White
132388.0,Female,8.0,Non-Hispanic White,,US,,,,,5.0,2.77,Middle,White
132389.0,Female,70.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.33,Middle,White
132390.0,Male,17.0,Non-Hispanic White,No,Others,5-9,,,,4.0,5.0,High,White
132391.0,Male,35.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,5.0,High,White
132392.0,Male,60.0,Non-Hispanic Black,No,US,,9-11th grade,Never married,,1.0,1.3,Low,Back-Hispanic-Asian
132393.0,Female,27.0,Non-Hispanic Black,No,US,,College graduate,Never married,Cannot ascertain,4.0,5.0,High,Back-Hispanic-Asian
132394.0,Female,16.0,Non-Hispanic Asian,,US,,,,,4.0,5.0,High,Back-Hispanic-Asian
132395.0,Female,70.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,1.54,Low,White
132396.0,Male,5.397605346934028e-79,Non-Hispanic White,,US,,,,,3.0,1.01,Low,White
132397.0,Female,80.0,Non-Hispanic Black,No,US,,Some college,Widowed/Divorced/Separated,,1.0,,High,Back-Hispanic-Asian
132398.0,Male,31.0,Other Hispanic,No,Others,1-4,College graduate,Married/Living with partner,,4.0,0.94,Low,Back-Hispanic-Asian
132399.0,Female,27.0,Non-Hispanic Black,No,US,,High school,Married/Living with partner,No,2.0,5.397605346934028e-79,Low,Back-Hispanic-Asian
132400.0,Female,65.0,Other Race,No,US,,Some college,Widowed/Divorced/Separated,,1.0,1.32,Low,Back-Hispanic-Asian
132401.0,Female,63.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,4.0,1.98,Low,White
132402.0,Female,16.0,Non-Hispanic White,,US,,,,,4.0,4.14,Middle,White
132403.0,Male,58.0,Mexican American,No,Others,Dont Know,High school,Married/Living with partner,,4.0,1.6,Low,Back-Hispanic-Asian
132404.0,Male,55.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,3.0,5.0,High,White
132405.0,Male,3.0,Other Race,,US,,,,,5.0,1.0,Low,Back-Hispanic-Asian
132406.0,Male,23.0,Other Race,No,US,,College graduate,Never married,,1.0,5.0,High,Back-Hispanic-Asian
132407.0,Female,32.0,Other Hispanic,No,US,,College graduate,Married/Living with partner,No,2.0,5.0,High,Back-Hispanic-Asian
132408.0,Male,37.0,Non-Hispanic White,No,US,,College graduate,Never married,,2.0,,High,White
132409.0,Female,11.0,Other Hispanic,,US,,,,,7.0,1.22,Low,Back-Hispanic-Asian
132410.0,Male,51.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,4.0,2.88,Middle,White
132411.0,Female,45.0,Non-Hispanic Asian,No,Others,>20,College graduate,Married/Living with partner,,3.0,5.0,High,Back-Hispanic-Asian
132412.0,Female,38.0,Non-Hispanic Asian,No,Others,>20,College graduate,Never married,No,1.0,5.0,High,Back-Hispanic-Asian
132413.0,Female,5.0,Non-Hispanic Black,,US,,,,,3.0,1.33,Low,Back-Hispanic-Asian
132414.0,Female,2.0,Mexican American,,US,,,,,7.0,0.68,Low,Back-Hispanic-Asian
132415.0,Female,72.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,2.0,5.0,High,White
132416.0,Male,31.0,Other Hispanic,Yes,Others,>20,College graduate,Never married,,1.0,2.47,Middle,Back-Hispanic-Asian
132417.0,Female,64.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
132418.0,Male,18.0,Mexican American,No,Others,1-4,,,,7.0,0.82,Low,Back-Hispanic-Asian
132419.0,Female,36.0,Non-Hispanic Black,No,US,,College graduate,Never married,No,3.0,1.39,Low,Back-Hispanic-Asian
132420.0,Female,3.0,Other Hispanic,,US,,,,,7.0,1.05,Low,Back-Hispanic-Asian
132421.0,Male,34.0,Other Hispanic,No,US,,High school,Never married,,2.0,0.79,Low,Back-Hispanic-Asian
132422.0,Female,54.0,Other Race,No,US,,Some college,Married/Living with partner,,4.0,1.6,Low,Back-Hispanic-Asian
132423.0,Male,5.0,Mexican American,,US,,,,,2.0,0.55,Low,Back-Hispanic-Asian
132424.0,Male,6.0,Non-Hispanic White,,US,,,,,7.0,0.88,Low,White
132425.0,Female,55.0,Non-Hispanic White,Yes,US,,College graduate,Widowed/Divorced/Separated,,1.0,,High,White
132426.0,Male,13.0,Non-Hispanic White,,US,,,,,5.0,2.31,Middle,White
132427.0,Female,36.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,Cannot ascertain,2.0,5.0,High,White
132428.0,Male,25.0,Non-Hispanic White,No,US,,9-11th grade,Married/Living with partner,,3.0,1.9,Low,White
132429.0,Male,32.0,Non-Hispanic Black,Yes,US,,Some college,Married/Living with partner,,2.0,3.82,Middle,Back-Hispanic-Asian
132430.0,Female,68.0,Other Hispanic,No,Others,>20,High school,Widowed/Divorced/Separated,,1.0,,High,Back-Hispanic-Asian
132431.0,Female,55.0,Non-Hispanic White,No,US,,Some college,Never married,,1.0,5.0,High,White
132432.0,Female,26.0,Non-Hispanic Black,No,US,,Some college,Never married,No,5.0,4.55,Middle,Back-Hispanic-Asian
132433.0,Female,12.0,Other Hispanic,,US,,,,,7.0,0.49,Low,Back-Hispanic-Asian
132434.0,Female,80.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,3.28,Middle,White
132435.0,Male,39.0,Other Race,No,US,,9-11th grade,Married/Living with partner,,4.0,,High,Back-Hispanic-Asian
132436.0,Female,46.0,Other Hispanic,No,Others,>20,College graduate,Married/Living with partner,,3.0,1.05,Low,Back-Hispanic-Asian
132437.0,Male,66.0,Non-Hispanic White,No,Others,>20,Some college,Never married,,1.0,2.09,Middle,White
132438.0,Male,56.0,Non-Hispanic Black,No,US,,9-11th grade,Never married,,1.0,1.09,Low,Back-Hispanic-Asian
132439.0,Male,61.0,Non-Hispanic Black,No,US,,High school,Never married,,4.0,0.02,Low,Back-Hispanic-Asian
132440.0,Male,37.0,Non-Hispanic Asian,No,US,,High school,Married/Living with partner,,4.0,2.63,Middle,Back-Hispanic-Asian
132441.0,Male,8.0,Non-Hispanic Asian,,US,,,,,4.0,5.0,High,Back-Hispanic-Asian
132442.0,Male,29.0,Other Hispanic,No,US,,Some college,Married/Living with partner,,4.0,,High,Back-Hispanic-Asian
132443.0,Male,1.0,Non-Hispanic White,,Others,< 1,,,,3.0,5.0,High,White
132444.0,Female,79.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,2.0,,High,White
132445.0,Female,62.0,Non-Hispanic Black,No,US,,Some college,Widowed/Divorced/Separated,,2.0,0.74,Low,Back-Hispanic-Asian
132446.0,Female,80.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.57,Middle,White
132447.0,Female,2.0,Other Hispanic,,US,,,,,3.0,1.65,Low,Back-Hispanic-Asian
132448.0,Female,63.0,Mexican American,No,Others,>20,< 9th grade,Widowed/Divorced/Separated,,5.0,1.6,Low,Back-Hispanic-Asian
132449.0,Female,3.0,Other Race,,US,,,,,5.0,1.62,Low,Back-Hispanic-Asian
132450.0,Male,29.0,Other Hispanic,No,US,,College graduate,Never married,,4.0,0.77,Low,Back-Hispanic-Asian
132451.0,Male,59.0,Non-Hispanic White,No,US,,High school,Never married,,1.0,,High,White
132452.0,Female,5.397605346934028e-79,Mexican American,,US,,,,,6.0,,High,Back-Hispanic-Asian
132453.0,Male,61.0,Non-Hispanic White,No,US,,9-11th grade,Dont Know,,1.0,0.75,Low,White
132454.0,Female,13.0,Mexican American,,US,,,,,5.0,5.0,High,Back-Hispanic-Asian
132455.0,Male,5.0,Non-Hispanic White,,US,,,,,4.0,0.79,Low,White
132456.0,Male,28.0,Other Hispanic,No,US,,College graduate,Married/Living with partner,,2.0,3.77,Middle,Back-Hispanic-Asian
132457.0,Male,80.0,Non-Hispanic Asian,No,Others,>20,College graduate,Widowed/Divorced/Separated,,1.0,1.98,Low,Back-Hispanic-Asian
132458.0,Male,18.0,Other Race,No,US,,,,,3.0,2.61,Middle,Back-Hispanic-Asian
132459.0,Male,80.0,Non-Hispanic White,Yes,US,,College graduate,Married/Living with partner,,2.0,3.55,Middle,White
132460.0,Female,6.0,Other Hispanic,,US,,,,,4.0,2.7,Middle,Back-Hispanic-Asian
132461.0,Male,19.0,Other Hispanic,No,US,,,,,3.0,1.49,Low,Back-Hispanic-Asian
132462.0,Female,38.0,Non-Hispanic White,No,Others,>20,College graduate,Married/Living with partner,No,3.0,2.41,Middle,White
132463.0,Male,72.0,Non-Hispanic Black,No,US,,Some college,Married/Living with partner,,2.0,2.46,Middle,Back-Hispanic-Asian
132464.0,Male,5.0,Non-Hispanic White,,US,,,,,4.0,3.69,Middle,White
132465.0,Female,7.0,Other Race,,US,,,,,7.0,1.22,Low,Back-Hispanic-Asian
132466.0,Female,6.0,Non-Hispanic White,,US,,,,,6.0,2.48,Middle,White
132467.0,Male,67.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
132468.0,Female,73.0,Non-Hispanic White,No,Others,>20,College graduate,Married/Living with partner,,2.0,2.73,Middle,White
132469.0,Male,43.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,5.0,5.0,High,White
132470.0,Female,5.397605346934028e-79,Non-Hispanic White,,US,,,,,6.0,1.37,Low,White
132471.0,Female,58.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,1.32,Low,White
132472.0,Female,72.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,3.0,2.17,Middle,White
132473.0,Male,4.0,Mexican American,,US,,,,,3.0,3.94,Middle,Back-Hispanic-Asian
132474.0,Female,63.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
132475.0,Male,17.0,Non-Hispanic White,No,US,,,,,4.0,,High,White
132476.0,Male,18.0,Non-Hispanic White,No,US,,,,,5.0,5.0,High,White
132477.0,Male,58.0,Other Race,No,US,,High school,Widowed/Divorced/Separated,,1.0,0.53,Low,Back-Hispanic-Asian
132478.0,Female,36.0,Other Hispanic,No,US,,9-11th grade,Never married,Cannot ascertain,5.0,,High,Back-Hispanic-Asian
132479.0,Female,16.0,Non-Hispanic White,,US,,,,,5.0,2.56,Middle,White
132480.0,Female,11.0,Non-Hispanic White,,US,,,,,3.0,1.09,Low,White
132481.0,Male,60.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,2.0,1.92,Low,White
132482.0,Female,12.0,Other Hispanic,,US,,,,,4.0,1.89,Low,Back-Hispanic-Asian
132483.0,Male,80.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,3.04,Middle,White
132484.0,Female,42.0,Other Race,No,US,,College graduate,Widowed/Divorced/Separated,No,1.0,0.44,Low,Back-Hispanic-Asian
132485.0,Female,10.0,Other Hispanic,,Others,1-4,,,,7.0,0.23,Low,Back-Hispanic-Asian
132486.0,Female,51.0,Non-Hispanic Black,No,Others,>20,Some college,Married/Living with partner,,4.0,3.6,Middle,Back-Hispanic-Asian
132487.0,Male,5.397605346934028e-79,Non-Hispanic White,,US,,,,,3.0,5.0,High,White
132488.0,Female,29.0,Mexican American,No,US,,Some college,Married/Living with partner,Cannot ascertain,4.0,4.5,Middle,Back-Hispanic-Asian
132489.0,Female,36.0,Non-Hispanic Asian,No,Others,10-14,< 9th grade,Widowed/Divorced/Separated,Cannot ascertain,3.0,0.23,Low,Back-Hispanic-Asian
132490.0,Male,8.0,Non-Hispanic Black,,US,,,,,6.0,0.01,Low,Back-Hispanic-Asian
132491.0,Male,33.0,Non-Hispanic Black,No,US,,9-11th grade,Never married,,1.0,0.74,Low,Back-Hispanic-Asian
132492.0,Male,52.0,Other Hispanic,No,Others,15-19,College graduate,Married/Living with partner,,3.0,5.0,High,Back-Hispanic-Asian
132493.0,Male,61.0,Other Hispanic,No,Others,15-19,College graduate,Married/Living with partner,,4.0,5.0,High,Back-Hispanic-Asian
132494.0,Male,62.0,Non-Hispanic White,No,US,,Some college,Never married,,4.0,3.69,Middle,White
132495.0,Female,8.0,Non-Hispanic White,,US,,,,,4.0,0.74,Low,White
132496.0,Male,17.0,Non-Hispanic White,No,US,,,,,2.0,0.51,Low,White
132497.0,Female,5.397605346934028e-79,Mexican American,,US,,,,,5.0,1.08,Low,Back-Hispanic-Asian
132498.0,Female,60.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,5.0,2.58,Middle,White
132499.0,Male,70.0,Non-Hispanic Black,No,US,,9-11th grade,Married/Living with partner,,2.0,2.84,Middle,Back-Hispanic-Asian
132500.0,Female,54.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,4.0,3.42,Middle,White
132501.0,Male,30.0,Other Race,No,US,,College graduate,Never married,,1.0,5.0,High,Back-Hispanic-Asian
132502.0,Male,69.0,Other Hispanic,Yes,US,,Some college,Married/Living with partner,,3.0,4.55,Middle,Back-Hispanic-Asian
132503.0,Male,65.0,Non-Hispanic Asian,No,Others,>20,Some college,Married/Living with partner,,4.0,2.5,Middle,Back-Hispanic-Asian
132504.0,Female,13.0,Non-Hispanic White,,US,,,,,3.0,3.26,Middle,White
132505.0,Female,31.0,Non-Hispanic White,No,US,,High school,Never married,No,2.0,0.51,Low,White
132506.0,Female,55.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,4.94,Middle,White
132507.0,Female,80.0,Non-Hispanic Black,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,5.0,High,Back-Hispanic-Asian
132508.0,Female,46.0,Non-Hispanic Asian,No,Others,15-19,Some college,Married/Living with partner,,4.0,2.88,Middle,Back-Hispanic-Asian
132509.0,Male,7.0,Non-Hispanic White,,US,,,,,5.0,2.0,Middle,White
132510.0,Male,56.0,Non-Hispanic White,Yes,US,,Some college,Never married,,2.0,4.36,Middle,White
132511.0,Male,45.0,Non-Hispanic White,No,Others,15-19,College graduate,Married/Living with partner,,3.0,4.12,Middle,White
132512.0,Female,9.0,Non-Hispanic Black,,US,,,,,3.0,2.28,Middle,Back-Hispanic-Asian
132513.0,Female,33.0,Mexican American,No,Others,10-14,9-11th grade,Married/Living with partner,No,5.0,0.46,Low,Back-Hispanic-Asian
132514.0,Female,16.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
132515.0,Female,65.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,,High,White
132516.0,Male,68.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,,High,White
132517.0,Female,31.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,Cannot ascertain,2.0,,High,White
132518.0,Female,37.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,No,4.0,3.6,Middle,White
132519.0,Male,17.0,Other Hispanic,No,US,,,,,4.0,,High,Back-Hispanic-Asian
132520.0,Female,35.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,No,3.0,3.82,Middle,White
132521.0,Male,55.0,Non-Hispanic Black,No,US,,Some college,Widowed/Divorced/Separated,,2.0,0.85,Low,Back-Hispanic-Asian
132522.0,Female,64.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,,High,White
132523.0,Female,44.0,Non-Hispanic White,No,Others,>20,College graduate,Married/Living with partner,No,4.0,4.68,Middle,White
132524.0,Male,41.0,Mexican American,No,US,,Some college,Married/Living with partner,,4.0,1.98,Low,Back-Hispanic-Asian
